cd_ref	famille	nom_vern_invmmed	nom_taxon_invmed	nom_valide	date_intro	origine	milieux	categorie_paca	
"120582"	"Solanaceae"	"Muguet des pampas"	"Salpichroa origanifolia (Lam.) Baill., 1888"	"Salpichroa origanifolia (Lam.) Baill., 1888"	"déb-XIXe (1829)"	"Amérique du Sud"	"Berges et ripisylves ; Dunes côtières et plages de sable ; Forêts et maquis ; Milieux anthropiques"	"Emergente"	
"86817"	"Moraceae"	"Mûrier à papier, Broussonétia à papier"	"Broussonetia papyrifera (L.) Vent., 1799"	"Broussonetia papyrifera (L.) Vent., 1799"	"fin-XVIIIe (1786)"	"Asie"	"Berges et ripisylves ; Forêts et maquis ; Milieux anthropiques"	"Modérée"	
"109141"	"Haloragaceae"	"Myriophylle du Brésil, Myriophylle aquatique, Millefeuille aquatique"	"Myriophyllum aquaticum (Vell.) Verdc., 1973"	"Myriophyllum aquaticum (Vell.) Verdc., 1973"	"fin-XIXe (1880)"	"Amérique du Sud"	"Eaux courantes ou stagnantes"	"Emergente"	
"109144"	"Haloragaceae"	"Myriophylle hétérophylle"	"Myriophyllum heterophyllum Michx., 1803"	"Myriophyllum heterophyllum Michx., 1803"	"déb-XXIe (2011)"	"Amérique du Nord"	"Berges et ripisylves ; Eaux courantes ou stagnantes"	"Prévention"	
"717324"	"Hydrocharitaceae"	"Naïade des Indes"	"Najas indica (Willd.) Cham., 1829"	"Najas indica (Willd.) Cham., 1829"	"mi-XXe (1960)"	"Asie"	"Eaux courantes ou stagnantes ; Milieux agricoles"	"Alerte"	
"109207"	"Hydrocharitaceae"	"Naïade grêle"	"Najas gracillima (A.Braun ex Engelm.) Magnus, 1870"	"Najas gracillima (A.Braun ex Engelm.) Magnus, 1870"	""	"Amérique du Nord"	"Eaux courantes ou stagnantes ; Milieux agricoles"	"Alerte"	
"95831"	"Elaeagnaceae"	"Olivier de Bohème, Arbre d'argent, Arbre de paradis"	"Elaeagnus angustifolia L., 1753"	"Elaeagnus angustifolia L., 1753"	""	"Europe (sans bassin méditerranéen)"	"Berges et ripisylves ; Dunes côtières et plages de sable ; Milieux anthropiques"	"Majeure"	
"109974"	"Onagraceae"	"Onagre à feuilles de saule"	"Oenothera villosa Thunb., 1794"	"Oenothera villosa Thunb., 1794"	"Non connue"	"Amérique du Nord"	"Dunes côtières et plages de sable ; Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"109949"	"Onagraceae"	"Onagre à petites fleurs, Onagre muriquée"	"Oenothera parviflora L., 1759"	"Oenothera parviflora L., 1759"	"Non connue"	"Amérique du Nord"	"Dunes côtières et plages de sable ; Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"109926"	"Onagraceae"	"Onagre à sépales rouges, Onagre de Glaziou"	"Oenothera glazioviana Micheli, 1875"	"Oenothera glazioviana Micheli, 1875"	"Non introduite"	"Afrique"	"Dunes côtières et plages de sable ; Milieux agricoles ; Milieux anthropiques"	"Modérée"	
"109911"	"Onagraceae"	"Onagre bisannuelle"	"Oenothera biennis L., 1753"	"Oenothera biennis L., 1753"	""	"Amérique du Nord"	""	"Alerte"	
"109956"	"Onagraceae"	"Onagre rosée"	"Oenothera rosea L'Hér. ex Aiton, 1789"	"Oenothera rosea L'Hér. ex Aiton, 1789"	"Non connue"	"Amérique du Nord"	"Berges et ripisylves ; Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"610565"	"Cactaceae"	"Oponce à aiguilles de feu"	"Opuntia phaeacantha Engelm., 1849"	"Opuntia phaeacantha Engelm., 1849"	"Non connue"	"Amérique"	""	"Alerte"	
"610564"	"Cactaceae"	"Oponce d'Engelmann, Oponce vigoureuse"	"Opuntia engelmannii Salm-Dyck ex Engelm., 1850"	"Opuntia engelmannii Salm-Dyck ex Engelm., 1850"	""	"Amérique du Nord"	"Côtes rocheuses et falaises ; Milieux anthropiques"	"Majeure"	
"110771"	"Cactaceae"	"Oponce orientale, Figuier d'Inde"	"Opuntia mesacantha Raf., 1830"	"Opuntia mesacantha Raf., 1830"	"Non connue"	"Amérique du Nord"	"Côtes rocheuses et falaises ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"996947"	"Cactaceae"	"Oponce rose"	"Cylindropuntia pallida (Rose) F.M.Knuth, 1936 [syn. Opuntia rosea DC., 1828]"	"Cylindropuntia pallida (Rose) F.M.Knuth, 1936"	"Non connue"	"Amérique du Nord"	"Côtes rocheuses et falaises ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"110781"	"Cactaceae"	"Oponce stricte"	"Opuntia stricta (Haw.) Haw., 1812"	"Opuntia stricta (Haw.) Haw., 1812"	"mi-XVIe (1548)"	"Amérique du Nord"	"Côtes rocheuses et falaises ; Dunes côtières et plages de sable ; Milieux anthropiques"	"Majeure"	
"92734"	"Crassulaceae"	"Oreille-de-cochon, Nombril de Vénus"	"Cotyledon orbiculata L., 1753 [nom. et typ. cons.] [syn. Cotyledon orbiculata L., 1753]"	"Cotyledon orbiculata L., 1753 [nom. et typ. cons.]"	""	"Afrique"	"Côtes rocheuses et falaises ; Milieux anthropiques"	"Alerte"	
"111863"	"Oxalidaceae"	"Oxalis articulé"	"Oxalis articulata Savigny, 1798"	"Oxalis articulata Savigny, 1798"	"Non connue"	"Amérique du Sud"	"Milieux anthropiques"	"Modérée"	
"111879"	"Oxalidaceae"	"Oxalis chétif, Oxalide en corymbe"	"Oxalis debilis Kunth, 1822"	"Oxalis debilis Kunth, 1822"	""	""	""	"Alerte"	
"111881"	"Oxalidaceae"	"Oxalis dressé, Oxalide de Dillenius"	"Oxalis dillenii Jacq., 1794"	"Oxalis dillenii Jacq., 1794"	"Non connue"	"Amérique"	"Berges et ripisylves ; Milieux anthropiques"	"Alerte"	
"111921"	"Oxalidaceae"	"Oxalis droit, Oxalide droite, Oxalide des fontaines"	"Oxalis stricta L., 1753 [syn. Oxalis fontana Bunge, 1835]"	"Oxalis stricta L., 1753"	""	""	""	"Alerte"	
"111910"	"Oxalidaceae"	"Oxalis pied-de-chèvre"	"Oxalis pes-caprae L., 1753 [syn. Oxalis cernua Thunb., 1781]"	"Oxalis pes-caprae L., 1753"	"déb-XIXe"	"Afrique"	"Côtes rocheuses et falaises ; Forêts et maquis ; Milieux agricoles ; Milieux anthropiques"	"Majeure"	
"113248"	"Arecaceae"	"Palmier des Canaries, Phénix des Canaries"	"Phoenix canariensis Chabaud, 1882 [nom. cons.] [syn. Phoenix canariensis hort. ex Chabaud, 1882]"	"Phoenix canariensis Chabaud, 1882 [nom. cons.]"	"XVIIe"	"Macaronésie"	"Forêts et maquis ; Milieux anthropiques"	"Alerte"	
"112111"	"Poaceae"	"Panic capillaire"	"Panicum capillare L., 1753"	"Panicum capillare L., 1753"	"déb-XIXe (1802)"	"Amérique du Nord"	"Berges et ripisylves ; Milieux agricoles ; Milieux anthropiques"	"Modérée"	
"112160"	"Poaceae"	"Panic de Hillman"	"Panicum hillmannii Chase, 1934 [syn. Panicum hillmanii Chase, 1934]"	"Panicum hillmanii Chase, 1934"	"Non connue"	"Amérique du Nord"	"Berges et ripisylves ; Milieux anthropiques"	"Alerte"	
"112195"	"Poaceae"	"Panic faux-millet"	"Panicum miliaceum L., 1753"	"Panicum miliaceum L., 1753"	"Non connue"	"Asie"	"Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"446978"	"Asteraceae"	"Parthénium matricaire, Fausse camomille, Grande camomille, Absinthe marron"	"Parthenium hysterophorus L., 1753"	"Parthenium hysterophorus L., 1753"	"/"	"Amérique du Nord"	"Milieux agricoles ; Milieux anthropiques"	"Prévention"	
"112483"	"Poaceae"	"Paspale à deux épis"	"Paspalum distichum L., 1759 [syn. Paspalum paspalodes (Michx.) Scribn., 1894]"	"Paspalum distichum L., 1759"	"déb-XIXe (1802)"	"Amérique du Sud"	"Berges et ripisylves ; Marais, tourbières, tufières ; Milieux agricoles ; Milieux anthropiques ; Prairies humides"	"Majeure"	
"112482"	"Poaceae"	"Paspale dilaté"	"Paspalum dilatatum Poir., 1804"	"Paspalum dilatatum Poir., 1804"	"déb-XXe"	"Amérique du Sud"	"Berges et ripisylves ; Milieux agricoles ; Milieux anthropiques ; Prairies humides"	"Majeure"	
"105689"	"Brassicaceae"	"Passerage de Virginie"	"Lepidium virginicum L., 1753"	"Lepidium virginicum L., 1753"	"déb-XVIIIe (1713)"	"Amérique du Nord"	"Berges et ripisylves ; Milieux anthropiques"	"Alerte"	
"112536"	"Passifloraceae"	"Passiflore bleue"	"Passiflora caerulea L., 1753"	"Passiflora caerulea L., 1753"	"Non connue"	"Amérique du Sud"	"Berges et ripisylves ; Milieux anthropiques"	"Alerte"	
"119474"	"Polygonaceae"	"Patience à crêtes, Rumex à crêtes"	"Rumex cristatus DC., 1813"	"Rumex cristatus DC., 1813"	"Non connue"	"Bassin méditerranéen"	"Berges et ripisylves ; Milieux anthropiques"	"Emergente"	
"717122"	"Poaceae"	"Pennisetum hérissé, Pennisetum velu"	"Cenchrus longisetus M.C.Johnst., 1963 [syn. Pennisetum villosum R.Br. ex Fresen., 1837]"	"Cenchrus longisetus M.C.Johnst., 1963"	"Non connue"	"Afrique"	"Berges et ripisylves ; Milieux anthropiques"	"Emergente"	
"112790"	"Asteraceae"	"Pétasite odorant, Héliotrope d'hiver"	"Petasites pyrenaicus (L.) G.López, 1986 [syn. Petasites fragrans (Vill.) C.Presl, 1826]"	"Petasites pyrenaicus (L.) G.López, 1986"	""	"Bassin méditerranéen"	"Berges et ripisylves"	"Modérée"	
"718746"	"Verbenaceae"	"Phyla blanchâtre, Lippia gazon, Phyla mineure"	"Phyla nodiflora var. minor (Gillies & Hook.) N.O'Leary & Múlgura, 2012 [syn. Phyla filiformis (Schrad.) Meikle, 1985 ; Lippia canescens auct. non Kunth, 1818, sensu P.Fourn., 1937]"	"Phyla nodiflora var. minor (Gillies & Hook.) N.O'Leary & Múlgura, 2012"	"XIXe"	"Amérique du Sud"	"Milieux anthropiques ; Prairies humides"	"Emergente"	
"138843"	"Pinaceae"	"Pin noir d'Autriche"	"Pinus nigra subsp. nigra J.F.Arnold, 1785 [hors plantations]"	"Pinus nigra subsp. nigra J.F.Arnold, 1785"	"milieu du 19ème siècle"	"Europe de l'Est et Asie centrale"	"Milieux anthropiques"	"Modérée"	
"113785"	"Pittosporaceae"	"Pittospore de Chine, Pittospore du Japon, Arbre des Hottentots"	"Pittosporum tobira (Thunb.) W.T.Aiton, 1811"	"Pittosporum tobira (Thunb.) W.T.Aiton, 1811"	"XIXe"	"Asie"	"Berges et ripisylves ; Côtes rocheuses et falaises ; Milieux anthropiques"	"Modérée"	
"83232"	"Aponogetonaceae"	"Plante-épée, Aponogéton odorant"	"Aponogeton distachyos L.f., 1782"	"Aponogeton distachyos L.f., 1782"	"1872 (France)"	"Afrique"	"Eaux courantes ou stagnantes"	"Alerte"	
"95048"	"Ebenaceae"	"Plaqueminier d'Europe, Plaqueminier d'Italie"	"Diospyros lotus L., 1753"	"Diospyros lotus L., 1753"	"Non connue"	"Asie"	"Berges et ripisylves ; Forêts et maquis ; Milieux anthropiques"	"Alerte"	
"114572"	"Polygalaceae"	"Polygale à feuilles de myrte, Polygala à feuilles de myrte"	"Polygala myrtifolia L., 1753"	"Polygala myrtifolia L., 1753"	"Non connue"	"Afrique"	"Milieux anthropiques"	"Alerte"	
"448319"	"Fabaceae"	"Prosopis, Caroubier de Ua Huka, Bayahonde"	"Prosopis juliflora (Sw.) DC., 1825"	"Prosopis juliflora (Sw.) DC., 1825"	"/"	"Amérique"	"Berges et ripisylves ; Dunes côtières et plages de sable ; Forêts et maquis ; Milieux agricoles ; Milieux anthropiques ; Prairies humides"	"Prévention"	
"116285"	"Pteridaceae"	"Ptéris rubané, Fougère à feuilles longues"	"Pteris vittata L., 1753"	"Pteris vittata L., 1753"	"Non connue"	"Bassin méditerranéen"	"Côtes rocheuses et falaises ; Milieux anthropiques"	"Alerte"	
"125459"	"Asteraceae"	"Pyrèthre, Tanaisie à feuilles de cinéraire"	"Tanacetum cinerariifolium (Trevir.) Sch.Bip., 1844"	"Tanacetum cinerariifolium (Trevir.) Sch.Bip., 1844"	""	"Europe (sans bassin méditerranéen)"	""	"Alerte"	
"113418"	"Phytolaccaceae"	"Raisin d'Amérique, Phytolaque américaine"	"Phytolacca americana L., 1753"	"Phytolacca americana L., 1753"	"déb-XVIIe (1615)"	"Amérique du Nord"	"Berges et ripisylves ; Forêts et maquis ; Milieux agricoles ; Milieux anthropiques"	"Modérée"	
"117507"	"Polygonaceae"	"Renouée de Bohême, Renouée de Bohème"	"Reynoutria x bohemica Chrtek & Chrtkova, 1983 [R. sachalinensis x R. japonica]"	"Reynoutria x bohemica Chrtek & Chrtková, 1983"	"non introduite"	"Asie"	"Berges et ripisylves ; Milieux anthropiques"	"Emergente"	
"883894"	"Polygonaceae"	"Renouée de l'Himalaya, Renouée à épis nombreux"	"Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal, 2015 [syn. Persicaria polystachya (C.F.W.Meissn.) H.Gross, 1913 ; Rubrivena polystachya (Wall. ex Meisn.) M.Král, 1985]"	"Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal, 2015"	"fin-XIXe (1900)"	"Asie"	"Berges et ripisylves ; Forêts et maquis ; Milieux anthropiques"	"Prévention"	
"117505"	"Polygonaceae"	"Renouée de Sakhaline"	"Reynoutria sachalinensis (F.Schmidt) Nakai, 1922"	"Reynoutria sachalinensis (F.Schmidt) Nakai, 1922"	"mi-XIXe (1855)"	"Asie"	"Berges et ripisylves ; Milieux anthropiques"	"Prévention"	
"117503"	"Polygonaceae"	"Renouée du Japon"	"Reynoutria japonica Houtt., 1777"	"Reynoutria japonica Houtt., 1777"	"déb-XXe (1939)"	"Asie"	"Berges et ripisylves ; Milieux anthropiques"	"Majeure"	
"845449"	"Polygonaceae"	"Renouée perfoliée"	"Persicaria perfoliata (L.) H.Gross, 1919 [syn. Polygonum perfoliatum (L.) H. Gross, 1919 ; Persicaria perfoliata (L.) H.Gross, 1913]"	"Persicaria perfoliata (L.) H.Gross, 1919"	"/"	"Asie"	"Berges et ripisylves ; Forêts et maquis ; Milieux anthropiques ; Prairies humides"	"Prévention"	
"117692"	"Ericaceae"	"Rhododendron pontique, Rhododendron de la mer Noire"	"Rhododendron ponticum L., 1762 [nom. et typ. cons. prop.] [syn. Rhododendron ponticum L., 1762 ; Rhododendron ponticum subsp. baeticum (Boiss. & Reut.) Hand.-Mazz., 1909]"	"Rhododendron ponticum L., 1762 [nom. et typ. cons. prop.]"	"fin-XVIIe (GB)"	"Europe (sans bassin méditerranéen)"	"Forêts et maquis ; Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Prévention"	
"117692"	"Ericaceae"	"Rhododendron pontique, Rhododendron de la mer Noire"	"Rhododendron ponticum L., 1762 [nom. et typ. cons. prop.] [syn. Rhododendron ponticum L., 1762 ; Rhododendron ponticum subsp. baeticum (Boiss. & Reut.) Hand.-Mazz., 1909]"	"Rhododendron ponticum L., 1762 [nom. et typ. cons. prop.]"	"fin-XVIIe (GB)"	"Europe (sans bassin méditerranéen)"	"Forêts et maquis ; Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Prévention"	
"117860"	"Fabaceae"	"Robinier faux-acacia, Carouge"	"Robinia pseudoacacia L., 1753"	"Robinia pseudoacacia L., 1753"	"déb-XVIIe (1601)"	"Amérique du Nord"	"Berges et ripisylves ; Forêts et maquis ; Milieux anthropiques"	"Majeure"	
"118963"	"Rosaceae"	"Ronce d'Arménie"	"Rubus armeniacus Focke, 1874"	"Rubus armeniacus Focke, 1874"	"déb-XIXe (1835)"	"Asie"	"Forêts et maquis ; Milieux anthropiques"	"Alerte"	
"118477"	"Rosaceae"	"Rosier rugueux"	"Rosa rugosa Thunb., 1784"	"Rosa rugosa Thunb., 1784"	"fin-XVIIIe (1796)"	"Asie"	"Dunes côtières et plages de sable"	"Alerte"	
"119407"	"Asteraceae"	"Rudbeckie laciniée, Rudbeckie découpée"	"Rudbeckia laciniata L., 1753"	"Rudbeckia laciniata L., 1753"	"XVIIe"	"Amérique du Nord"	"Berges et ripisylves ; Marais, tourbières, tufières ; Milieux anthropiques"	"Prévention"	
"119854"	"Alismataceae"	"Sagittaire à larges feuilles, Sagittaire obtuse, Sagittaire latifoliée, Plantain d'eau"	"Sagittaria latifolia Willd., 1805"	"Sagittaria latifolia Willd., 1805"	"Inconnue en France"	"Amérique du Nord"	"Eaux courantes ou stagnantes ; Milieux anthropiques"	"Alerte"	
"446498"	"Salviniaceae"	"Salvinie géante"	"Salvinia molesta D.S.Mitch., 1972 [syn. Salvinia adnata Desv., 1827]"	"Salvinia molesta D.S.Mitch., 1972"	"Non connue"	"Amérique du Sud"	"Eaux courantes ou stagnantes ; Milieux agricoles"	"Prévention"	
"79349"	"Pinaceae"	"Sapin d'Espagne"	"Abies pinsapo Boiss., 1838 [hors plantations]"	"Abies pinsapo Boiss., 1838"	""	""	"Forêts et maquis"	"Emergente"	
"113239"	"Lamiaceae"	"Sauge de Jérusalem"	"Phlomis fruticosa L., 1753"	"Phlomis fruticosa L., 1753"	""	"Asie"	""	"Emergente"	
"120691"	"Lamiaceae"	"Sauge sclarée, Orvale"	"Salvia sclarea L., 1753"	"Salvia sclarea L., 1753"	""	"Asie"	"Milieux agricoles"	"Alerte"	
"610857"	"Asteraceae"	"Séneçon à feuilles de pétasite"	"Roldana petasitis (Sims) H.Rob. & Brettell, 1974"	"Roldana petasitis (Sims) H.Rob. & Brettell, 1974"	"Non connue"	"Amérique centrale, Mexique et Caraïbes"	"Milieux anthropiques"	"Emergente"	
"122586"	"Asteraceae"	"Séneçon à feuilles en delta"	"Senecio deltoideus Less., 1832"	"Senecio deltoideus Less., 1832"	"XXe (1936)"	"Afrique"	"Côtes rocheuses et falaises ; Forêts et maquis ; Milieux anthropiques"	"Emergente"	
"122545"	"Asteraceae"	"Séneçon anguleux"	"Senecio angulatus L.f., 1782"	"Senecio angulatus L.f., 1782"	"XXe (1936)"	"Afrique"	"Côtes rocheuses et falaises ; Forêts et maquis ; Milieux anthropiques"	"Emergente"	
"122630"	"Asteraceae"	"Séneçon du Cap, Séneçon sud-africain"	"Senecio inaequidens DC., 1838 [syn. Senecio harveianus sensu Jovet, 1975 non MacOwan, 1890]"	"Senecio inaequidens DC., 1838"	"fin-XIXe"	"Afrique"	"Côtes rocheuses et falaises ; Dunes côtières et plages de sable ; Marais, tourbières, tufières ; Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Modérée"	
"85474"	"Asteraceae"	"Séneçon en arbre, Baccharis à feuilles d'halimione"	"Baccharis halimifolia L., 1753"	"Baccharis halimifolia L., 1753"	"fin-XVIIe (1683)"	"Amérique du Nord"	"Berges et ripisylves ; Dunes côtières et plages de sable ; Marais, tourbières, tufières ; Milieux anthropiques ; Prairies humides"	"Majeure"	
"123138"	"Poaceae"	"Sétaire à petites fleurs"	"Setaria parviflora (Poir.) Kerguélen, 1987 [syn. Cenchrus parviflorus Poir., 1804]"	"Setaria parviflora (Poir.) Kerguélen, 1987"	"XVIIIe"	"Amérique du Nord"	"Berges et ripisylves ; Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"721757"	"Cucurbitaceae"	"Sicyos anguleux, Concombre anguleux"	"Sicyos angulatus L., 1753 [syn. Sicyos angulata L., 1753]"	"Sicyos angulatus L., 1753"	"fin-XXe (1981)"	"Amérique du Nord"	"Berges et ripisylves ; Milieux agricoles"	"Emergente"	
"124164"	"Asteraceae"	"Solidage du Canada, Gerbe-d'or, Verge d'or du Canada"	"Solidago canadensis L., 1753"	"Solidago canadensis L., 1753"	"mi-XVIIe (1645)"	"Amérique du Nord"	"Berges et ripisylves ; Forêts et maquis ; Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"124168"	"Asteraceae"	"Solidage géant, Solidage glabre, Solidage tardif, Verge d'or géante"	"Solidago gigantea Aiton, 1789"	"Solidago gigantea Aiton, 1789"	"mi-XVIIIe (1758)"	"Amérique du Nord"	"Berges et ripisylves ; Forêts et maquis ; Marais, tourbières, tufières ; Milieux agricoles ; Milieux anthropiques ; Prairies humides"	"Majeure"	
"93938"	"Cyperaceae"	"Souchet aggloméré"	"Cyperus glomeratus L., 1756"	"Cyperus glomeratus L., 1756"	"Non connue"	"Europe (sans bassin méditerranéen)"	"Berges et ripisylves ; Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"93918"	"Cyperaceae"	"Souchet difforme"	"Cyperus difformis L., 1756"	"Cyperus difformis L., 1756"	"Non connue"	"Asie"	"Berges et ripisylves ; Marais, tourbières, tufières ; Milieux agricoles ; Milieux anthropiques ; Prairies humides"	"Alerte"	
"94007"	"Cyperaceae"	"Souchet réfléchi"	"Cyperus reflexus Vahl, 1805"	"Cyperus reflexus Vahl, 1805"	"Non connue"	"Amérique"	"Berges et ripisylves ; Milieux anthropiques"	"Alerte"	
"93923"	"Cyperaceae"	"Souchet vigoureux, Souchet robuste"	"Cyperus eragrostis Lam., 1791"	"Cyperus eragrostis Lam., 1791"	"XIXe"	"Amérique du Sud"	"Berges et ripisylves ; Marais, tourbières, tufières ; Milieux anthropiques ; Prairies humides"	"Majeure"	
"1015861"	"Poaceae"	"Spartine à feuilles alternes"	"Sporobolus alterniflorus (Loisel.) P.M.Peterson & Saarela, 2014 [syn. Spartina alterniflora Loisel., 1807]"	"Sporobolus alterniflorus (Loisel.) P.M.Peterson & Saarela, 2014"	"XIXe (1803)"	"Amérique du Nord"	""	"Prévention"	
"1015865"	"Poaceae"	"Spartine bigarrée, Spartine étalée"	"Sporobolus pumilus (Roth) P.M.Peterson & Saarela, 2014 [syn. Spartina patens (Aiton) Muhl., 1813]"	"Sporobolus pumilus (Roth) P.M.Peterson & Saarela, 2014"	"XIXe siècle"	"Amérique du Nord"	""	"Emergente"	
"124635"	"Rosaceae"	"Spirée de Douglas"	"Spiraea douglasii Hook., 1832"	"Spiraea douglasii Hook., 1832"	""	"Amérique du Nord"	"Berges et ripisylves ; Marais, tourbières, tufières ; Milieux anthropiques ; Prairies humides"	"Prévention"	
"124730"	"Poaceae"	"Sporobole engainé"	"Sporobolus vaginiflorus (Torr. ex A.Gray) Alf.Wood, 1861"	"Sporobolus vaginiflorus (Torr. ex A.Gray) Alf.Wood, 1861"	"1987"	"Amérique du Nord"	"Berges et ripisylves ; Milieux anthropiques"	"Emergente"	
"124719"	"Poaceae"	"Sporobole tenace, Sporobole fertile"	"Sporobolus indicus (L.) R.Br., 1810"	"Sporobolus indicus (L.) R.Br., 1810"	"fin-XIXe (1882)"	"Océanie"	"Berges et ripisylves ; Milieux anthropiques ; Prairies humides"	"Emergente"	
"161809"	"Poaceae"	"Stipe cheveux d'ange, Stipe grêle"	"Nassella tenuissima (Trin.) Barkworth, 1990 [syn. Stipa tenuissima Trin., 1836]"	"Nassella tenuissima (Trin.) Barkworth, 1990"	"Non connue"	"Amérique du Sud"	"Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"109379"	"Poaceae"	"Stipe de Nees"	"Nassella neesiana (Trin. & Rupr.) Barkworth, 1990 [syn. Stipa neesiana Trin. & Rupr., 1842]"	"Nassella neesiana (Trin. & Rupr.) Barkworth, 1990"	"Non connue"	"Amérique du Sud"	"Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"611231"	"Solanaceae"	"Stramoine de Wright"	"Datura wrightii Regel, 1859 [syn. Datura innoxia auct. non Mill., 1768]"	"Datura wrightii Regel, 1859"	"Non connue"	"Amérique du Nord"	"Milieux anthropiques"	"Alerte"	
"125324"	"Caprifoliaceae"	"Symphorine à fruits blancs, Symphorine à grappes, Arbre aux perles"	"Symphoricarpos albus (L.) S.F.Blake, 1914"	"Symphoricarpos albus (L.) S.F.Blake, 1914"	"1817"	"Amérique du Nord"	"Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"109608"	"Solanaceae"	"Tabac glauque"	"Nicotiana glauca Graham, 1828"	"Nicotiana glauca Graham, 1828"	""	"Amérique du Sud"	"Côtes rocheuses et falaises ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"125404"	"Asteraceae"	"Tagète des décombres"	"Tagetes minuta L., 1753"	"Tagetes minuta L., 1753"	"Non connue"	"Amérique du Sud"	"Berges et ripisylves ; Milieux anthropiques"	"Alerte"	
"125935"	"Aizoaceae"	"Tétragone cornue, Épinard de Nouvelle-Zélande"	"Tetragonia tetragonoides (Pall.) Kuntze, 1891 [syn. Tetragonia tetragonioides (Pall.) Kuntze, 1891]"	"Tetragonia tetragonoides (Pall.) Kuntze, 1891"	"1772"	"Océanie"	"Dunes côtières et plages de sable"	"Alerte"	
"114037"	"Cupressaceae"	"Thuya d'Orient"	"Platycladus orientalis (L.) Franco, 1949"	"Platycladus orientalis (L.) Franco, 1949"	"Non connue"	"Asie"	"Côtes rocheuses et falaises ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Alerte"	
"101055"	"Asteraceae"	"Topinambour, Patate de Virginie"	"Helianthus tuberosus L., 1753"	"Helianthus tuberosus L., 1753"	"déb-XVIIe (1617)"	"Amérique du Nord"	"Berges et ripisylves ; Milieux agricoles ; Milieux anthropiques"	"Majeure"	
"126829"	"Apiaceae"	"Tordyle des Pouilles"	"Tordylium apulum L., 1753"	"Tordylium apulum L., 1753"	""	""	"Milieux agricoles"	"Emergente"	
"126930"	"Campanulaceae"	"Trachélium bleu"	"Trachelium caeruleum L., 1753"	"Trachelium caeruleum L., 1753"	""	"Bassin méditerranéen"	"Berges et ripisylves ; Côtes rocheuses et falaises ; Milieux anthropiques"	"Alerte"	
"105960"	"Oleaceae"	"Troène luisant"	"Ligustrum lucidum W.T.Aiton, 1810"	"Ligustrum lucidum W.T.Aiton, 1810"	"fin-XIXe (1888)"	"Asie"	"Berges et ripisylves ; Forêts et maquis ; Milieux anthropiques"	"Modérée"	
"611690"	"Asteraceae"	"Vergerette à fleurs nombreuses"	"Erigeron floribundus (Kunth) Sch.Bip., 1865"	"Erigeron floribundus (Kunth) Sch.Bip., 1865"	"Non connue"	"Amérique du Sud"	"Milieux agricoles ; Milieux anthropiques"	"Alerte"	
"96739"	"Asteraceae"	"Vergerette annuelle, Érigéron annuel"	"Erigeron annuus (L.) Desf., 1804"	"Erigeron annuus (L.) Desf., 1804"	"déb-XVIIe (1635)"	"Amérique du Nord"	"Berges et ripisylves ; Marais, tourbières, tufières ; Milieux anthropiques"	"Modérée"	
"96775"	"Asteraceae"	"Vergerette de Karvinski, Vergerette mucronée"	"Erigeron karvinskianus DC., 1836"	"Erigeron karvinskianus DC., 1836"	"Non connue"	"Amérique du Sud"	"Berges et ripisylves ; Côtes rocheuses et falaises ; Milieux anthropiques"	"Modérée"	
"96814"	"Asteraceae"	"Vergerette de Sumatra, Vergerette de Barcelone"	"Erigeron sumatrensis Retz., 1810"	"Erigeron sumatrensis Retz., 1810"	"Non connue"	"Amérique du Sud"	"Dunes côtières et plages de sable ; Milieux agricoles ; Milieux anthropiques"	"Modérée"	
"128956"	"Plantaginaceae"	"Véronique de Perse"	"Veronica persica Poir., 1808"	"Veronica persica Poir., 1808"	"XIXe"	"Asie"	"Berges et ripisylves ; Dunes côtières et plages de sable ; Milieux agricoles ; Milieux anthropiques ; Prairies, pelouses sèches et garrigues"	"Modérée"	
