"id_unique","cd_ref","lb_nom","N°_Taxinomique_BDNFF","N°_Nomenclatural_BDNFF","code_CATMINAT","NOM_SCIENTIFIQUE","TYPE_BIOLOGIQUE","indicat_phytoscio_caract","caract_eco_hab_optimal","INDICATION_DIFFERENTIELLE_1","INDICATION_DIFFERENTIELLE_2","Lichtzahl","Temperaturzahl","Kontinentalitat","Feuchtzahl","Reaktionszahl","rang_taxinomique","CHOROLOGIE","inflorescence","sexualité","ordre_maturation","pollinisation","fruit","dissémination","couleur_fleur","macule","floraison","type_ligneux","Hauteur_végétative_maximum (m)","MODELE ARCHITECTURAL","FORMATION_VEGETALE","INDICATION_CARACTERISTIQUE_TRANSGRESSIVE","INDICATION_DIFFERENTIELLE_3","Lumière","Température","Continentalité","Humidité_atmosphérique","Humidité_édaphique","Réaction_du_sol_(pH)","Niveau_trophique","Salinité","Texture","Matière_organique","Nutrients","Salz","CLASSE_(-opsida)","SUBCLASSE_(-idae)","Clade_intermédiaire","SUPERORDRE_(-anae)","Clade_intermédiaire_1","Clade_intermédiaire_2","Clade_intermédiaire_3","ORDRE_(-ales)","FAMILLE_(-aceae)","numSpA","numSpB","numSpH","nomA","nomB","nomH","Life strategy"
"3136",159566,"Brassica barrelieri","31150","77138","13/4.0.3.0.1","Brassica barrelieri (L.) Janka, 1882","Tver","Chenopodion muralis Braun–Blanquet in Braun–Blanquet, Gajewski, Wraber & Walas 1936","friches annuelles rudérales, nitrophiles, estivales, thermophiles, euryméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental","racème simple","hermaphrodite",NULL,"entomogame","silique","barochore","jaune",NULL,NULL,NULL,NULL,"Stone","thérophytaie",NULL,NULL,8,6,6,3,3,3,7,0,5,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Brassicales","Brassicaceae",0,0,13524,NULL,NULL,"Brassica barrelieri",NULL
"3137",159574,"Calamagrostis neglecta","6728","119581","06/1.3.1.0.3","Calamagrostis neglecta (Ehrh.) G.Gaertn., B.Mey. & Scherb., 1799","Grhi","Trichophorion alpini Julve (1983) 1993","cariçaies des tremblants tourbeux boréo-montagnards basophiles",NULL,NULL,"9","5","x","9~","x","esp","holarctique","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","anémochore","rose",NULL,"6-8",NULL,"1","Tomlinson","hémicryptophytaie",NULL,NULL,8,3,7,8,9,6,2,0,1,9,"2","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,205,NULL,NULL,"Calamagrostis stricta",NULL
"3138",159654,"Erysimum nevadense","38003","103692","10/2.0.1.0.6","Erysimum nevadense Reut., 1855","hbis(csuf)","Laserpition sileris Misset 2014","ourlets externes basophiles à grandes herbes, alpiens méridionaux, mésoxérophiles, mésotrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méridional","racème simple","hermaphrodite",NULL,"entomogame","silique","anémochore","jaune",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,8,6,3,4,4,8,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Brassicales","Brassicaceae",0,0,14294,NULL,NULL,"Erysimum nevadense *",NULL
"3139",159690,"Glyceria striata","31097","77036","13/2.0.2","Glyceria striata (Lam.) Hitchc., 1928","Hsto","Circaeo lutetianae–Stachyetalia sylvaticae Passarge 1967","ourlets internes et clairières vivaces médio-européennes, eutrophiles, mésohygrophiles",NULL,NULL,"7","6","?","7","7","esp","introduit (Amér. du nord)","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","barochore","vert",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,5,5,5,8,7,6,6,0,2,8,"6","0","Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,302,NULL,NULL,"Glyceria striata",NULL
"3140",159745,"Olea europaea subsp. europaea","43510","119864","19/1.","Olea europaea subsp. europaea L., 1753","a-semp","σa Pino halepensis–Quercetea ilicis (Braun–Blanquet 1947) de Foucault & Julve 1991","associations arborescentes climaciques des forêts sempervirentes sclérophylles des méso à thermoméditerranéens européens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","méditerranéen","racème de racèmes","hermaphrodite",NULL,"entomogame","drupe","endozoochore","blanc",NULL,NULL,"arbre","20","Rauh","magnophanérophytaie",NULL,NULL,8,9,3,3,4,6,6,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Oleaceae",2353,0,0,"Olea europaea A",NULL,NULL,NULL
"3141",159762,"Ornithogalum exscapum","31011","76627","10/6.0.3.0.4","Ornithogalum exscapum Ten., 1815","gbul","Leontodonto tuberosi–Bellidion sylvestris Biondi, Filigheddu & Farris 2001 ","ourlets mésohydriques, mésoeutrophiles, méditerranéens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen (corso-sarde)","corymbe","hermaphrodite",NULL,"entomogame, autogame","capsule","barochore","blanc",NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,8,3,4,4,7,7,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Asparagaceae",0,0,12064,NULL,NULL,"Ornithogalum exscapum",NULL
"3142",NULL,NULL,"B937","B10913","22/B2.0.1","Leucodon immersus Lindb.",NULL,"Leucodontetalia sciuroidis","épiphytique, basophile",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"l"
"3143",159802,"Quercus faginea","34098","84872","18/2.0.1","Quercus faginea Lam., 1785","A-cad","σA Quercetalia fagineo–canariensis Julve 2017 ord. nov. hoc loco","associations arborescentes marcescentes, supraméditerranéennes occidentales et méridionales, ibéro-maghrebines",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental","épi de cymes triflores","monoïque",NULL,"anémogame","akène","barochore, dyszoochore","jaune",NULL,NULL,"petit arbre","20","Rauh","magnophanérophytaie",NULL,NULL,7,6,3,5,5,8,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fagales","Fagaceae",16743,0,0,"Quercus faginea A",NULL,NULL,NULL
"3144",159827,"Sedum dendroideum","37543","102991","08/1.1.3.0.1","Sedum dendroideum Moc. & Sessé ex DC., 1828","csuf-suc","Sedion albo–sediformis de Foucault 1999","lithophytes des dalles basophiles, mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. centrale)",NULL,NULL,NULL,NULL,NULL,"barochore",NULL,NULL,NULL,NULL,NULL,"Leeuwenberg","hémicryptophytaie",NULL,NULL,9,9,2,3,2,8,2,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots",NULL,"Eudicots","Eudicots","Eudicots","Saxifragales","Crassulaceae",0,0,13619,NULL,NULL,"Sedum mexicanum *",NULL
"3145",159853,"Spiraea hypericifolia","31276","77523","15/4.0.2.0.1","Spiraea hypericifolia L., 1753","b-cad","Rosion micranthae Arlot 1985","buissons d'arbrisseaux, méridionaux à atlantiques, planitiaires à collinéens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","eurasiatique","racème de racèmes","hermaphrodite",NULL,"entomogame","follicule","épizoochore","blanc",NULL,"5-6","arbrisseau","3","Leeuwenberg","nanophanérophytaie",NULL,NULL,7,6,4,5,4,7,3,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,16508,0,NULL,"Spiraea hypericifolia B",NULL,NULL
"3146",159892,"Poa pratensis subsp. pratensis","31177","77185","12/1.","Poa pratensis subsp. pratensis L., 1753","hsto","Agrostio stoloniferae–Arrhenatheretea elatioris subsp. elatioris (Tüxen 1937 em. 1970) de Foucault 1984","prairies européennes mésotrophiles à eutrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","cosmopolite","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","barochore","vert",NULL,"5-8",NULL,"0.8","Tomlinson","hémicryptophytaie",NULL,NULL,8,5,5,5,5,5,6,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,324,NULL,NULL,"Poa pratensis",NULL
"3147",159900,"Pinus banksiana","31934","81341","17/4.","Pinus banksiana Lamb., 1803","a-semp","Abieti balsameae–Piceetea glaucae Knapp 1957 ex Grandtner 1966","associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, du tempéré froid boréal de la Taïga nord-américaine",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord sept.)","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"petit arbre","22","Rauh","magnophanérophytaie","σA Fraxino excelsioris - Quercetea roboris Gillet 1986 ex Julve 1993",NULL,7,4,6,5,5,4,5,0,5,1,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",16569,0,0,"Pinus banksiana A",NULL,NULL,NULL
"3148",159902,"Aster willkommii","31186","77196","05/2.0.2.0.1","Aster willkommii Sch.Bip., 1851","grhi","Convolvulion sepium Tüxen 1947","mégaphorbiaies eutrophisées, planitiaires, médio-européennes plutôt occidentales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte méridional","racème de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore",NULL,NULL,NULL,NULL,"0.4","Bell","hémicryptophytaie",NULL,NULL,8,6,5,8,7,7,8,0,1,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,13090,NULL,NULL,"Aster willkommii",NULL
"3149",159922,"Potentilla alchimilloides subsp. alchimilloides",NULL,NULL,"08/2.2.1.0.9","Potentilla alchimilloides subsp. alchimilloides Lapeyr., 1782","csuf","Saxifragion mediae Braun–Blanquet in Meier & Braun–Blanquet 1934","lithophytes des replats de falaises basophiles, orophiles, pyrénéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","orophyte méditerranéen occ.","cyme unipare hélicoïde","hermaphrodite",NULL,"entomogame","akène","épizoochore","blanc",NULL,"7-8",NULL,NULL,"Stone","hémicryptophytaie",NULL,NULL,8,2,3,5,5,8,3,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,0,10561,NULL,NULL,"Potentilla alchimilloides",NULL
"3150",159924,"Minuartia glomerata subsp. burnatii","31728","79157","09/3.1","Minuartia glomerata subsp. burnatii (Rouy & Foucaud) Favarger & F.Conti, 2000","hbis(hros)","Fumano procumbentis–Koelerienea vallesianae Julve 2019 subcla. nov. hoc loco","pelouses basophiles médio-européennes, mésoxérophiles à mésohydriques, méridionales, plutôt primaires, sur lithosols à rendosols peu profonds",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte méditerranéen occ.","cyme bipare","hermaphrodite",NULL,"entomogame","capsule","barochore","blanc",NULL,NULL,NULL,"0.15","Leeuwenberg","hémicryptophytaie",NULL,NULL,9,2,6,4,3,8,2,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,13701,NULL,NULL,"Minuartia glo. burnatii *",NULL
"3151",159926,"Minuartia glomerata","31726","79485","09/3.1","Minuartia glomerata (M.Bieb.) Degen, 1910","hbis(hros)","Fumano procumbentis–Koelerienea vallesianae Julve 2019 subcla. nov. hoc loco","pelouses basophiles médio-européennes, mésoxérophiles à mésohydriques, méridionales, plutôt primaires, sur lithosols à rendosols peu profonds",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen méridional","cyme bipare","hermaphrodite",NULL,"entomogame","capsule","barochore","blanc",NULL,NULL,NULL,"0.15","Leeuwenberg","hémicryptophytaie",NULL,NULL,9,2,6,4,3,8,2,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Caryophyllaceae",0,0,13700,NULL,NULL,"Minuartia glomerata",NULL
"3152",159937,"Cornus sericea","31336","77632","15/5.","Cornus sericea L., 1771","B-cad","Rhamno catharticae–Prunetea spinosae Rivas Goday & Borja Carbonell 1961 ex Tüxen 1962","buissons arbustifs médio-européens, planitiaires à montagnards",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord)","corymbe","hermaphrodite",NULL,"entomogame","drupe","endozoochore",NULL,NULL,NULL,"arbuste","4","Leeuwenberg","microphanérophytaie",NULL,NULL,6,5,5,7,7,6,7,0,2,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Cornales","Cornaceae",0,2259,0,NULL,"Cornus sericea B",NULL,NULL
"3153",160018,"Limonium portovecchiense","30831","76034","02/9.0.1.0.2","Limonium portovecchiense Erben, 2001","csuf","Erodio corsici–Limonion articulati (Gamisans & Murraciole 1985) Géhu & Biondi 1994","pelouses aérohalines méditerranéennes, corso-sardes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen (corse)","racème d'épis","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,9,1,7,5,5,5,6,8,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Caryophyllanae","Eudicots","Eudicots","Eudicots","Caryophyllales","Plumbaginaceae",0,0,12825,NULL,NULL,"Limonium portovecchiense *",NULL
"3154",160253,"Distichoselinum tenuifolium","30870","76293","13/31.","Distichoselinum tenuifolium (Lag.) García-Martí­n & Silvestre, 1983","Heri","Dittrichietea viscosae Trinajstić, de Foucault & Jasprica in de Foucault & Jasprica 2019","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","anémochore","jaune",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,9,8,3,3,4,7,7,0,3,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,15108,NULL,NULL,"Elaeoselinum tenuifolium",NULL
"3155",160269,"Trifolium squamosum","14828","82877","12/4.0.2.0.2","Trifolium squamosum L., 1759","test","Trifolion squamosi Braun–Blanquet 1931 ex Braun–Blanquet, Roussine & Nègre 1952","annuelles hygrophiles des trouées des prairies (mosaïques contigües)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen-atlantique","racème capituliforme","hermaphrodite",NULL,"entomogame","gousse","épizoochore","blanc",NULL,NULL,NULL,"0.5","Stone","thérophytaie",NULL,NULL,8,7,3,7,7,6,6,1,4,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",0,0,11985,NULL,NULL,"Trifolium squamosum",NULL
"3156",5298,"Didymodon spadiceus","B528","B790","03/B1.0.1.0.1","Didymodon spadiceus (Mitt.) Limpr.","C, (A)","Brachythecio rivularis - Racomitrion acicularis","épilithique, aquatique à amphibie, montagnard-subalpin",NULL,NULL,"5","3","5","7","7",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"c"
"3157",160311,"Symphytum caucasicum","30898","76354","13/2.0.2","Symphytum caucasicum M.Bieb., 1808","heri","Circaeo lutetianae–Stachyetalia sylvaticae Passarge 1967","ourlets internes et clairières vivaces médio-européennes, eutrophiles, mésohygrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen oriental","racème de cymes unipares scorpioïdes","hermaphrodite",NULL,"entomogame","akène","épizoochore",NULL,NULL,NULL,NULL,"0.8","Stone","hémicryptophytaie",NULL,NULL,4,4,6,5,5,4,4,0,1,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Boraginales","Boraginaceae",0,0,0,NULL,NULL,NULL,NULL
"3158",160336,"Aegilops triuncialis subsp. triuncialis",NULL,NULL,"13/4.0.2.0.1","Aegilops triuncialis subsp. triuncialis L., 1753","test","Taeniathero capitis–medusae–Aegilopion geniculatae Rivas–Martínez & Izco 1977","friches annuelles, méso-eutrophiles, thermo- à mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","eurasiatique méridional","épi d'épillets","hermaphrodite",NULL,"anémogame","caryopse","épizoochore","vert",NULL,NULL,NULL,NULL,"Tomlinson","thérophytaie",NULL,NULL,8,9,3,2,1,7,7,0,4,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,395,NULL,NULL,"Aegilops triuncialis",NULL
"3159",160353,"Centaurea ragusina","30919","76402","14/8.0.1","Centaurea ragusina L., 1753","csuf","Salvietalia rosmarini Braun-Blanquet 1931 em. Julve 1993 prov. ","garrigues méso à subméditerranéennes occidentales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Balkans)","cyme de capitules","hermaphrodite",NULL,"entomogame, autogame","akène",NULL,NULL,NULL,NULL,"sous-arbrisseau","0.4","Stone","magnochaméphytaie",NULL,NULL,9,9,1,7,7,8,4,1,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,16084,NULL,NULL,"Centaurea ragusina",NULL
"3160",160392,"Tropaeolum pentaphyllum","30942","76451","15/27.","Tropaeolum pentaphyllum Lam., 1785","Gtub-lia","σb Pistacio lentisci–Rhamnetea lycioidis Julve 2025","arbrisseaux des matorrals méditerranéens sempervirents",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du sud)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"liane","3","Oldeman","nanophanérophytaie",NULL,NULL,9,9,2,6,7,5,5,0,3,3,NULL,NULL,"Magnoliopsida",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tropaeolaceae",0,16248,0,NULL,"Tropaeolum pentaphyllum B *",NULL,NULL
"3161",160398,"Oenothera speciosa","30947","76457","13/4.0.1.0.1","Oenothera speciosa Nutt., 1821","test","Sisymbrion officinalis Tüxen, Lohmeyer & Preising in Tüxen 1950 ex von Rochow 1951","friches annuelles vernales à estivales, médio-européennes, des sols à texture grossière",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord)","racème simple","hermaphrodite",NULL,"entomogame, autogame","capsule","barochore","jaune",NULL,NULL,NULL,"0.5","Acosta","thérophytaie",NULL,NULL,8,8,3,6,6,5,7,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Myrtales","Onagraceae",0,0,15081,NULL,NULL,"Oenothera speciosa *",NULL
"3162",160460,"Melampyrum nemorosum subsp. catalaunicum","5389",NULL,"10/2.0.2.0.2","Melampyrum nemorosum subsp. catalaunicum (Freyn) Beauverd, 1912","test-hpar","Knaution dipsacifoliae Julve 1993","ourlets basophiles à neutroclines, mésohydriques, montagnards",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte méridional",NULL,"hermaphrodite",NULL,"entomogame, autogame","capsule","myrmécochore","jaune",NULL,NULL,NULL,"0.7","Holltum","hémicryptophytaie",NULL,NULL,6,5,7,5,4,3,2,0,4,4,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Orobanchaceae",0,0,2703,NULL,NULL,"Melampyrum velebiticum",NULL
"3163",160516,"Xanthoselinum alsaticum var. alsaticum","30998","76588","10/2.0.1","Xanthoselinum alsaticum var. alsaticum (L.) Schur, 1866","Heri","Antherico ramosi–Geranietalia sanguinei Julve 1993","ourlets basophiles médio-européens, mésoxérophiles",NULL,NULL,"7","7","6","4~","9","var","eurasiatique","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","anémochore","jaune",NULL,"7-9",NULL,"2.5","Leeuwenberg","hémicryptophytaie",NULL,NULL,7,6,6,5,4,8,3,0,3,3,"3","0","Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,14334,NULL,NULL,"Xanthoselinum alsaticum v. alsaticum *",NULL
"3164",160519,"Bupleurum virgatum","31001","76591","13/5.","Bupleurum virgatum Cav., 1791","test","Cardaminetea hirsutae Géhu 1999","ourlets thérophytiques vernaux, nitrophiles, méridionaux, hémisciaphiles à hémihéliophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","atlantique","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","barochore","jaune",NULL,NULL,NULL,"0.6","Acosta","thérophytaie",NULL,NULL,6,6,5,5,4,6,7,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,15885,NULL,NULL,"Bupleurum virgatum *",NULL
"3165",160567,"Paeonia morisii","31017","76643","10/2.0.1.0.6","Paeonia morisii Cesca, Bernardo & Passal., 2001","gtub","Laserpition sileris Misset 2014","ourlets externes basophiles à grandes herbes, alpiens méridionaux, mésoxérophiles, mésotrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte tyrrhénien","fleur solitaire terminale","hermaphrodite",NULL,"entomogame","follicule","épizoochore","rose",NULL,NULL,NULL,"0.8","Tomlinson","hémicryptophytaie",NULL,NULL,5,4,3,5,5,7,4,0,5,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots",NULL,"Eudicots","Eudicots","Eudicots","Saxifragales","Paeoniaceae",0,0,14343,NULL,NULL,"Paeonia morisii *",NULL
"3166",160921,"Celtis occidentalis","31086","77016","18/11.","Celtis occidentalis L., 1753","A-cad","σA Aceri sacchari–Fagetea grandifoliae Julve 2019 class. nov. hoc loco","associations arborescentes climaciques caducifoliées malacophylles des forêts du tempéré modal nord-est américain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord or.)","glomérules","polygame",NULL,"anémogame","drupe","endozoochore","vert",NULL,NULL,"arbre","40","Troll","magnophanérophytaie","σA Aceri opali - Quercion pubescentis Gillet 1986 ex Julve 1993",NULL,8,6,6,7,7,5,5,0,4,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Cannabaceae",16601,0,0,"Celtis occidentalis A *",NULL,NULL,NULL
"3167",160932,"Tilia americana","31092","77027","18/11.","Tilia americana L., 1753","A-cad","σA Aceri sacchari–Fagetea grandifoliae Julve 2019 class. nov. hoc loco","associations arborescentes climaciques caducifoliées malacophylles des forêts du tempéré modal nord-est américain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Amér. du nord or.)","cyme bipare","hermaphrodite",NULL,"entomogame","capsule","anémochore","blanc",NULL,NULL,"arbre","39","Troll","magnophanérophytaie","σA Pruno avium - Carpinetalia betuli Gillet 1986 ex Julve 1993",NULL,8,5,5,5,5,5,5,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Malvales","Malvaceae",16647,0,0,"Tilia americana A *",NULL,NULL,NULL
"3168",160941,"Glyceria striata subsp. striata","31098","77037","13/2.0.2","Glyceria striata subsp. striata (Lam.) Hitchc., 1928","Hsto","Circaeo lutetianae–Stachyetalia sylvaticae Passarge 1967","ourlets internes et clairières vivaces médio-européennes, eutrophiles, mésohygrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","introduit (Amér. du nord)","panicule d'épillets","hermaphrodite","protandre","anémogame","caryopse","barochore","vert",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,5,5,5,8,7,6,6,0,2,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,302,NULL,NULL,"Glyceria striata",NULL
"3169",160979,"Melica minuta var. minuta","31122","77084","08/1.1.3.0.1","Melica minuta var. minuta L., 1767","hces","Sedion albo–sediformis de Foucault 1999","lithophytes des dalles basophiles, mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"var","méditerranéen","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","barochore","blanc",NULL,"4-6",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,9,8,4,3,4,8,3,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,10653,NULL,NULL,"Melica minuta",NULL
"3170",161005,"Viola lutea subsp. calaminaria","31136","77113","08/15.2.6","Viola lutea subsp. calaminaria (Ging.) Nauenb., 1986","hbis(csuf)","Violetalia calaminariae Braun–Blanquet & Tüxen 1943","pelouses métallicoles médio-européennes ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","atlantique(eury)",NULL,"hermaphrodite",NULL,"entomogame","capsule","myrmécochore",NULL,NULL,NULL,NULL,"0.3","Stone","hémicryptophytaie",NULL,NULL,8,6,4,4,5,5,2,0,5,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Malpighiales","Violaceae",0,0,4469,NULL,NULL,"Viola calaminaria",NULL
"3171",161034,"Carduus nigrescens subsp. nigrescens","31154","77147","13/1.0.1","Carduus nigrescens subsp. nigrescens Vill., 1779","Hbis","Carthametalia lanati Brullo in Brullo & Marcenò 1985","friches armées monocarpiques, thermoxérophiles, méditerranéennes à euryméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","méditerranéen (provençal)","racème de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore","rose",NULL,"6-7",NULL,"1","Stone","thérophytaie",NULL,NULL,8,6,4,3,3,7,7,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,15231,NULL,NULL,"Carduus australis",NULL
