"CD_NOM","NOM_VALIDE","NOM_VERN","INTERET_PACA","PROTECTION_PACA","CARACTERISATION_ECOLOGIQUE_.HABITAT_OPTIMAL.","floraison","changefloraison","Janvier","Février","Mars","Avril","Mai","Juin","Juillet","Août","Septembre","Octobre","Novembre","Décembre"
"99514","Galium pyrenaicum Gouan, 1773","Gaillet des Pyrénées","MODERE","-","pelouses basophiles subalpines, pyrénéennes, mésohydriques","6-8","","","","","","","X","X","X","","","",""
"99521","Galium rubioides L., 1753","Gaillet fausse garance","TRES FORT","PR","mégaphorbiaies eutrophisées, planitiaires, médio-européennes plutôt occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"99530","Galium saxosum (Chaix) Breistr., 1948","Gaillet de Villars, Gaillet des rochers","MODERE","-","grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"99541","Galium setaceum Lam., 1788","Gaillet sétacé","FORT","-","annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes","5-6","","","","","","X","X","","","","","",""
"99552","Galium sylvaticum L., 1762","Gaillet des forêts, Gaillet des bois","MODERE","-","sous-bois herbacés acidophiles, boréomontagnards à centro-européens, psychrophiles","6-8","","","","","","","X","X","X","","","",""
"99554","Galium tendae Rchb.f., 1855","Gaillet de Tende","MODERE","-","lithophytes des replats de falaises européennes, acidophiles, subalpines-alpines, ligures","7-8","","","","","","","","X","X","","","",""
"99567","Galium trifidum L., 1753","Gaillet trifide","TRES FORT","PN","parvocariçaies des tourbières basses acidophiles, arctico-alpines à boréo-subalpines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"762157","Galium trifidum subsp. trifidum L., 1753",,"DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"99580","Galium verrucosum Huds., 1767","Gaillet verruqueux, Gaillet à verrues, Gaillet anisé","FAIBLE","PR","annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes","3-5","","","","X","X","X","","","","","","",""
"99580","Galium verrucosum Huds., 1767","Gaillet verruqueux, Gaillet à verrues, Gaillet anisé","FAIBLE","PR","annuelles commensales des cultures basophiles","3-5","","","","X","X","X","","","","","","",""
"128365","Valantia hispida L., 1759","Vaillantie hérissée, Vaillantie hispide, Vaillantie filiforme","MAJEUR","-","annuelles des tonsures basophiles, européennes","4-6","","","","","X","X","X","","","","","",""
"96893","Erodium chium (L.) Willd., 1794","Érodium de Chios, Bec-de-grue de Chios","MODERE","-","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes","3-6","","","","X","X","X","X","","","","","",""
"96897","Erodium corsicum Léman, 1805","Érodium de Corse, Bec-de-grue de Corse","FORT","-","pelouses aérohalines méditerranéennes, corso-sardes","5-7","","","","","","X","X","X","","","","",""
"96902","Erodium foetidum (L.) L'Hér., 1802","Érodium fétide, Bec-de-grue fétide, Bec-de-grue des pierriers","MODERE","-","pelouses basophiles médio-européennes occidentales, mésoxérophiles, des dalles","4-7","","","","","X","X","X","X","","","","",""
"96911","Erodium laciniatum (Cav.) Willd., 1800","Érodium lacinié, Érodium à feuilles découpées, Bec-de-grue lacinié","MAJEUR","-","annuelles des tonsures basophiles, aéroxérophiles, thermophiles, thermoméditerranéennes, maritimes","5-6","","","","","","X","X","","","","","",""
"96916","Erodium rupestre (Pourr. ex Cav.) Marcet, 1909","Érodium des rochers, Bec-de-grue des rochers, Érodium luisant, Bec-de-grue luisant","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"96921","Erodium manescavii Coss., 1847","Érodium de Manescau, Bec-de-grue de Manescau","FAIBLE","PN","prairies mésohydriques, fauchées, subalpines à montagnardes supérieures, SW-européennes","7-8","","","","","","","","X","X","","","",""
"96939","Erodium rodiei (Braun-Blanq.) Poirion, 1964","Érodium de Rodié, Bec-de-grue de Rodié","TRES FORT","PN","pelouses basophiles sub/supraméditerranéennes, mésoxérophiles, des adrets","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"100024","Geranium argenteum L., 1756","Géranium argenté, Géranium à feuilles argentées","FORT","PN","grpts vivaces des éboulis basophiles, alpiens, subalpins-alpins, héliophiles","6-7","","","","","","","X","X","","","","",""
"100033","Geranium bohemicum L., 1756","Géranium de Bohême","TRES FORT","PR","annuelles pionnières nitrophiles des clairières et lisières européennes, psychrophiles, hémisciaphiles, mésohydriques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"100042","Geranium cinereum Cav., 1787","Géranium cendré, Géranium à feuilles cendrées","TRES FAIBLE","PN","pelouses acidophiles alpino-pyrénéennes climaciques, chionophobes","6-8","","","","","","","X","X","X","","","",""
"100053","Geranium divaricatum Ehrh., 1792","Géranium divariqué","TRES FORT","-","friches annuelles, nitrophiles, thermophiles, estivales, mésohydriques","7-8","","","","","","","","X","X","","","",""
"100059","Geranium endressii J.Gay, 1832","Géranium d'Endress","MODERE","PN","mégaphorbiaies boréomontagnardes","6-7","","","","","","","X","X","","","","",""
"100076","Geranium lanuginosum Lam., 1788","Géranium laineux","FAIBLE","PR","annuelles des tonsures acidophiles, mésothermes à thermophiles","5-6","","","","","","X","X","","","","","",""
"100087","Geranium macrorrhizum L., 1753","Géranium à grosses racines, Géranium à gros rhizome","FAIBLE","PR","lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat","7-8","","","","","","","","X","X","","","",""
"100114","Geranium palustre L., 1756","Géranium des marais","MODERE","-","mégaphorbiaies planitiaires-collinéennes, mésotrophiles, neutrophiles, centro-européennes","7-8","","","","","","","","X","X","","","",""
"103173","Hymenophyllum tunbrigense (L.) Sm., 1793","Hyménophyllum de Tunbridge, Hyménophylle","DD","PN","chasmophytes de parois acidophiles hyperocéaniques","7-11","","","","","","","","X","X","X","X","X",""
"103175","Hymenophyllum wilsonii Hook., 1830","Hyménophyllum de Wilson","FORT","PN","chasmophytes de parois acidophiles hyperocéaniques","7-11","","","","","","","","X","X","X","X","X",""
"128510","Vandenboschia speciosa (Willd.) G.Kunkel, 1966","Vandenboschie remarquable, Trichomanès remarquable","FAIBLE","PN","chasmophytes de parois acidophiles hyperocéaniques","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"5081","Dichelyma capillaceum (L. ex Dicks.) Myrin",,"DD","PN","épilithique, aquatique à amphibie, alpin","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"159445","Hamatocaulis vernicosus (Mitt.) Hedenäs, 1989","Hypne brillante","DD","PN","amphibie exondable, basophile, tremblant tourbeux","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"103832","Isoetes boryana Durieu, 1861","Isoète de Bory","FORT","PN","parvogéophytaies amphibies courtement exondables, oligotrophiles, hyperatlantiques, acidophiles","6-9","","","","","","","X","X","X","X","","",""
"103838","Isoetes delilei Rothm., 1944","Isoète de Delile, Isoète sétacé, Isoète grêle","DD","PN","parvogéophytaies amphibies courtement exondables, oligotrophiles, méditerranéennes","4-7","","","","","X","X","X","X","","","","",""
"103840","Isoetes durieui Bory, 1844","Isoète de Durieu","MODERE","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"103841","Isoetes echinospora Durieu, 1861","Isoète à spores épineuses, Isoète à spores spinuleuses","FORT","PN","parvogéophytaies amphibies exondables, vivaces, oligotrophiles, des grèves d'étangs et lacs boréomontagnards à alpins","7-10","","","","","","","","X","X","X","X","",""
"103842","Isoetes histrix Bory, 1844","Isoète hérisson, Isoète porc-épic, Isoète épineux, Isoète des sables","TRES FORT","PN","parvogéophytaies amphibies longuement exondables, oligotrophiles, euryméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"103843","Isoetes lacustris L., 1753","Isoète des lacs","MODERE","PN","parvogéophytaies amphibies exondables, vivaces, oligotrophiles, des grèves d'étangs et lacs boréomontagnards à alpins","8-11","","","","","","","","","X","X","X","X",""
"161103","Isoetes longissima Bory, 1844","Isoète voilé, Isoète à voile, Isoète très long","MODERE","PN","parvogéophytaies amphibies, oligotrophiles, euryméditerranéennes","5-9","","","","","","X","X","X","X","X","","",""
"161103","Isoetes longissima Bory, 1844","Isoète voilé, Isoète à voile, Isoète très long","MODERE","PN","parvogéophytaies amphibies, oligotrophiles, euryméditerranéennes","5-9","","","","","","X","X","X","X","X","","",""
"125970","Teucrium aristatum Pérez Lara, 1889","Germandrée aristée, Germandrée de Crau","MAJEUR","PN","annuelles des tonsures hygrophiles subméditerranéennes, oligotrophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"620897","Teucrium aristatum Pérez Lara, 1889","Germandrée aristée, Germandrée de Crau","FORT","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"943210","Teucrium campanulatum L., 1753","Germandrée campanulée","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125990","Teucrium dunense Sennen, 1925","Germandrée des dunes","TRES FORT","-","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125990","Teucrium dunense Sennen, 1925","Germandrée des dunes","TRES FORT","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125995","Teucrium fruticans L., 1753","Germandrée arbustive, Germandrée en arbre","TRES FORT","PN","landes méditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"125995","Teucrium fruticans L., 1753","Germandrée arbustive, Germandrée en arbre","TRES FORT","PN","landes méditerranéennes","3-6","","","","X","X","X","X","","","","","",""
"141568","Teucrium fruticans L., 1753","Germandrée arbustive, Germandrée en arbre","DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"126007","Teucrium massiliense L., 1763","Germandrée de Marseille","TRES FORT","PN","ourlets basophiles supraméditerranéens, mésoxérophiles","5-8","","","","","","X","X","X","X","","","",""
"141574","Teucrium polium subsp. clapae S.Puech, 1971","Germandrée de la Clape","FORT","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","5-8","","","","","","X","X","X","X","","","",""
"141577","Teucrium polium subsp. purpurascens (Benth.) S.Puech, 1976","Germandrée pourprée, Germandrée purpurine, Herbe des îles","TRES FORT","PR","pelouses basophiles thermophiles, méditerranéennes-atlantiques, maritimes, mésoxérophiles, catalano-provençales à aquitaines","5-8","","","","","","X","X","X","X","","","",""
"126023","Teucrium pseudochamaepitys L., 1753","Germandrée faux petit pin, Germandrée à allure de pin","MAJEUR","PN","pelouses basophiles mésoméditerranéennes, mésoxérophiles","5-9","","","","","","X","X","X","X","X","","",""
"126032","Teucrium rouyanum H.J.Coste & Soulié, 1897","Germandrée de Rouy","MODERE","-","pelouses basophiles sub/supraméditerranéennes, mésoxérophiles, des adrets","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717285","Lamium cyrneum Paradis, 2012","Lamier de Corse","FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"104872","Lamium flexuosum Ten., 1811","Lamier flexueux","FORT","-","friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles","3-7","","","","X","X","X","X","X","","","","",""
"161601","Lamium galeobdolon subsp. flavidum (F.Herm.) Á.Löve & D.Löve, 1961","Lamier jaunâtre","MODERE","-","sous-bois herbacés médio-européens, planitiaires à montagnards","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"137073","Lamium galeobdolon subsp. montanum (Pers.) Hayek, 1931","Lamier des montagnes","MODERE","-","sous-bois herbacés médio-européens, planitiaires à montagnards","4-6","","","","","X","X","X","","","","","",""
"137075","Lamium garganicum subsp. corsicum (Godr. & Gren.) Arcang., 1894","Lamier de Gargano sous-espèce de Corse","FORT","-","pelouses acidophiles méditerranéennes","5-8","","","","","","X","X","X","X","","","",""
"610998","Lamium gevorense (Gómez Hern.) Gómez Hern. & A.Pujadas, 2005","Lamier de la Gévora","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"105548","Leonurus cardiaca L., 1753","Agripaume cardiaque, Queue-de-lion","TRES FORT","PR","friches vivaces eutrophiles, mésohydriques, héliophiles","6-9","","","","","","","X","X","X","X","","",""
"79716","Acanthoprasium frutescens (L.) Spenn., 1843","Ballote buissonnante, Ballote épineuse, Acanthoprasie buissonnante","MODERE","PR","lithophytes héliophiles des replats de falaises basophiles, orophiles, ligures","5-7","","","","","","X","X","X","","","","",""
"99324","Galeopsis pyrenaica Bartl., 1848","Galéopsis des Pyrénées, Galéope des Pyrénées","MODERE","-","annuelles pionnières des éboulis acidophiles de montagne, pyrénéens à cévenoles","7-9","","","","","","","","X","X","X","","",""
"99326","Galeopsis reuteri Rchb.f., 1858","Galéopsis de Reuter, Galéope de Reuter","MODERE","-","annuelles pionnières des éboulis planitiaires","7-9","","","","","","","","X","X","X","","",""
"115800","Prasium majus L., 1753","Grand prasium","MODERE","-","pelouses basophiles mésoméditerranéennes, mésohydriques, sur sol relativement profond","4-6","","","","","X","X","X","","","","","",""
"123231","Sideritis endressii Willk., 1859","Crapaudine d'Endress, Crapaudine du Roussillon","TRES FORT","-","garrigues méso à subméditerranéennes occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"123237","Sideritis fruticulosa Pourr., 1788","Crapaudine ligneuse, Crapaudine faux scordium, Crapaudine en buisson, Crapaudine buissonnante","MAJEUR","-","garrigues méso à subméditerranéennes occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"141093","Sideritis hyssopifolia subsp. peyrei (Timb.-Lagr.) Briq., 1893","Crapaudine de Peyre","TRES FORT","-","pelouses basophiles subalpines, pionnières, chionophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"123278","Sideritis littoralis Timb.-Lagr., 1876","Crapaudine du littoral, Crapaudine des grèves","TRES FORT","-","garrigues méso à subméditerranéennes occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"621124","Sideritis vulgaris (Willk.) Coulomb & J.-M.Tison, 2010","Crapaudine commune, Crapaudine à bractées","MODERE","-","pelouses basophiles méridionales, sub/supra à oroméditerranéennes, nevado-illyriennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"124753","Stachys brachyclada de Noé ex Coss., 1854","Épiaire à rameaux courts","MAJEUR","PNPR","annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes","4-6","","","","","X","X","X","","","","","",""
"612362","Stachys germanica subsp. salviifolia (Ten.) Marnac & A.Reyn., 1910","Épiaire à feuilles de sauge, Épiaire des Albères","MODERE","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","5-6","","","","","","X","X","","","","","",""
"124785","Stachys maritima Gouan, 1764","Épiaire maritime","MAJEUR","PR","végétation vivace des arrière-dunes maritimes subfixées, méditerranéennes occidentales","5-7","","","","","","X","X","X","","","","",""
"124786","Stachys marrubiifolia Viv., 1825","Épiaire à feuilles de marrube","FORT","-","annuelles des tonsures subnitrophiles maritimes, thermophiles, corso-sardes","4-6","","","","","X","X","X","","","","","",""
"124796","Stachys ocymastrum (L.) Briq., 1893","Épiaire faux basilic, Épiaire hérissé","TRES FORT","PN","annuelles tardivernales ou préestivales des tonsures subnitrophiles maritimes, méditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"124798","Stachys palustris L., 1753","Épiaire des marais, Ortie bourbière, Ortie morte","FAIBLE","PR","mégaphorbiaies planitiaires-collinéennes, mésotrophiles, neutrophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"124807","Stachys salisii Jord. & Fourr., 1868","Épiaire de Salis-Marschlins","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"95398","Dracocephalum austriacum L., 1753","Dracocéphale d'Autriche, Tête-de-dragon d'Autriche","FORT","PN","pelouses basophiles pannonico-sarmatiques","6-7","","","","","","","X","X","","","","",""
"95407","Dracocephalum ruyschiana L., 1753","Dracocéphale de Ruysch, Tête-de-dragon de Ruysch","FAIBLE","PN","pelouses basophiles subalpines, alpiennes, mésohydriques","6-9","","","","","","","X","X","X","X","","",""
"137740","Melissa officinalis subsp. altissima (Sm.) Arcang., 1894","Mélisse élevée, Grande mélisse","MODERE","-","ourlets basophiles médio-européens, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"108029","Mentha arvensis L., 1753","Menthe des champs","FORT","-","prairies hydrophiles médio-européennes, mésothermes","7-10","","","","","","","","X","X","X","X","",""
"108044","Mentha cervina L., 1753","Menthe des cerfs","FORT","PR","prairies hydrophiles, méditerranéennes, pâturées","7-10","","","","","","","","X","X","X","X","",""
"108145","Mentha requienii Benth., 1833","Menthe de Requien, Menthe de Corse","FORT","-","parvocariçaies des tourbières basses oro à altiméditerranéennes, acidophiles, corso-sardes","6-8","","","","","","","X","X","X","","","",""
"137807","Micromeria filiformis subsp. minutifolia (L.Chodat) Kerguélen, 1987","Micromérie à feuilles menues","MODERE","-","lithophytes des dalles basophiles, mésoméditerranéennes","4-6","","","","","X","X","X","","","","","",""
"137808","Micromeria graeca subsp. graeca (L.) Benth. ex Rchb., 1831","Micromérie de Grèce, Sarriette de Grèce","MODERE","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"108507","Micromeria marginata (Sm.) Chater, 1971","Micromérie marginée, Sarriette marginée","MODERE","-","lithophytes héliophiles des replats de falaises basophiles, orophiles, ligures","6-9","","","","","","","X","X","X","X","","",""
"109513","Nepeta agrestis Loisel., 1827","Népéta agreste, Népéta des champs","FORT","-","","7-8","","","","","","","","X","X","","","",""
"109516","Nepeta cataria L., 1753","Népéta cataire, Herbe-aux-chats, Cataire, Menthe des chats, Cataire commune","FORT","-","friches vivaces mésoxérophiles européennes","6-9","","","","","","","X","X","X","X","","",""
"109528","Nepeta latifolia DC., 1805","Népéta à feuilles larges, Népéta à larges feuilles","FORT","-","mégaphorbiaies pionnières de clairières acidophiles, méso-eutrophiles, médio-européennes, montagnardes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109534","Nepeta nuda L., 1753","Népéta nue, Népéta glabre","FORT","-","ourlets basophiles médio-européens, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109534","Nepeta nuda L., 1753","Népéta nue, Népéta glabre","FORT","-","ourlets basophiles médio-européens, mésoxérophiles","6-9","","","","","","","X","X","X","X","","",""
"120619","Salvia aethiopis L., 1753","Sauge d'Éthiopie","MODERE","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","6-7","","","","","","","X","X","","","","",""
"120678","Salvia officinalis L., 1753","Sauge officinale","MODERE","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"120678","Salvia officinalis L., 1753","Sauge officinale","MODERE","-","pelouses basophiles mésoméditerranéennes, mésoxérophiles","5-7","","","","","","X","X","X","","","","",""
"718283","Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Obón, 2004","Sauge de France","MODERE","-","pelouses basophiles méridionales, sub/supraméditerranéennes, marnicoles, mésohygroclines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"718284","Salvia officinalis subsp. lavandulifolia (Vahl) Gams, 1927","Sauge à feuilles de lavande","FORT","-","pelouses basophiles méridionales, oroméditerranéennes, nevado-illyriennes, ibériques à maghrebines","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"126514","Thymus dolomiticus H.J.Coste, 1893","Thym de la dolomie, Thym des Dolomites","FORT","-","pelouses basophiles sub/supraméditerranéennes, mésoxérophiles, des adrets","5-7","","","","","","X","X","X","","","","",""
"970954","Ziziphora corsica (Pers.) Bräuchler, 2019","Ziziphora de Corse, Clinopode de Corse, Calament de Corse, Acinos de Corse, Thym de Corse","FORT","-","pelouses acidophiles supra à oroméditerranéennes, corso-sardes","7-8","","","","","","","","X","X","","","",""
"137162","Lavandula pyrenaica DC., 1815","Lavande des Pyrénées","MODERE","-","garides basophiles orophiles, mésohydriques, des préalpes","6-8","","","","","","","X","X","X","","","",""
"122065","Scutellaria columnae All., 1785","Scutellaire de Colonna, Scutellaire de Columna, Scutellaire voyageuse","FORT","-","friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"122065","Scutellaria columnae All., 1785","Scutellaire de Colonna, Scutellaire de Columna, Scutellaire voyageuse","FORT","-","friches vivaces mésohydriques, thermophiles, euryméditerranéennes, héliophiles","6-7","","","","","","","X","X","","","","",""
"140838","Scutellaria columnae subsp. columnae All., 1785","Scutellaire de Colonna, Scutellaire de Columna, Scutellaire voyageuse","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"122070","Scutellaria hastifolia L., 1753","Scutellaire à feuilles hastées, Scutellaire hastée","FORT","-","prairies hydrophiles, centro-européennes","6-9","","","","","","","X","X","X","X","","",""
"129914","Vitex agnus-castus L., 1753","Vitex gattilier, Gattilier, Poivre sauvage, Agneau chaste, Poivre des moines, Arbre au poivre","FORT","PN","fourrés d'arbrisseaux hydrophiles, dulçaquicoles, méditerranéo-atlantiques, des sols minéraux","6-8","","","","","","","X","X","X","","","",""
"113612","Pinguicula arvetii P.A.Genty, 1891","Grassette d'Arvet-Touvet","FORT","PR","parvocariçaies des tourbières basses centro-européennes à boréomontagnardes, basophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113616","Pinguicula corsica Bernard & Gren. ex Gren., 1853","Grassette de Corse","FORT","-","parvocariçaies des tourbières basses oro à altiméditerranéennes, acidophiles, corso-sardes","6-8","","","","","","","X","X","X","","","",""
"138817","Pinguicula rosea (Mutel) Landolt, 2010","Grassette rose, Grassette à fleurs roses","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113625","Pinguicula longifolia Ramond ex DC., 1805","Grassette à feuilles longues, Grassette à longues feuilles","MODERE","-","végétation des bas-marais pionniers des balmes orophiles, subméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113625","Pinguicula longifolia Ramond ex DC., 1805","Grassette à feuilles longues, Grassette à longues feuilles","MODERE","-","végétation des bas-marais pionniers des balmes orophiles, subméditerranéennes","4-6","","","","","X","X","X","","","","","",""
"138819","Pinguicula caussensis (Casper) Roccia, 2016","Grassette des Causses","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113626","Pinguicula lusitanica L., 1753","Grassette du Portugal","MAJEUR","-","jonçaies des prés paratourbeux acidophiles, atlantiques, planitiaires, thermophiles à mésothermophiles","5-7","","","","","","X","X","X","","","","",""
"113632","Pinguicula reichenbachiana J.Schindl., 1908","Grassette de Reichenbach","FORT","PR","végétation des bas-marais pionniers des balmes orophiles, subméditerranéennes","4-6","","","","","X","X","X","","","","","",""
"128311","Utricularia intermedia Hayne, 1800","Utriculaire intermédiaire","MODERE","-","herbiers dulcaquicoles vivaces, libres, dystrophiles organiques, européens","6-9","","","","","","","X","X","X","X","","",""
"128315","Utricularia minor L., 1753","Utriculaire mineure, Petite utriculaire","FORT","PR","herbiers dulcaquicoles vivaces, libres, dystrophiles organiques, européens","6-9","","","","","","","X","X","X","X","","",""
"128318","Utricularia ochroleuca R.W.Hartm., 1857","Utriculaire jaunâtre, Utriculaire d'un vert jaunâtre","FAIBLE","PN","herbiers dulcaquicoles vivaces, libres, dystrophiles organiques, européens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"611365","Utricularia stygia G.Thor, 1988","Utriculaire stygienne, Utriculaire du Nord","MODERE","-","herbiers dulcaquicoles vivaces, libres, dystrophiles organiques, européens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"128322","Utricularia vulgaris L., 1753","Utriculaire commune, Utriculaire vulgaire","TRES FORT","PR","Utriculaires annuelles, libres, flottantes, européennes, oligotrophiles","5-9","","","","","","X","X","X","X","X","","",""
"106258","Lindernia procumbens (Krock.) Philcox, 1965","Lindernie couchée, Lindernie des marais, Lindernie rampante","FORT","PN","annuelles des tonsures hydrophiles méridionales","7-9","","","","","","","","X","X","X","","",""
"111464","Orobanche artemisii-campestris Vaucher ex Gaudin, 1829","Orobanche de l'armoise champêtre, Orobanche de l'armoise des champs","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"111474","Orobanche bartlingii Griseb., 1844","Orobanche de Bartling","MODERE","-","ourlets externes basophiles médio-européens, mésoxérophiles, orientaux","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"111499","Orobanche cernua Loefl., 1758","Orobanche penchée","MODERE","-","friches vivaces mésoxérophiles européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"111517","Orobanche crenata Forssk., 1775","Orobanche crénelée","MODERE","-","annuelles commensales des cultures sarclées basophiles, méditerranéennes","5-6","","","","","","X","X","","","","","",""
"111517","Orobanche crenata Forssk., 1775","Orobanche crénelée","MODERE","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"443289","Orobanche cyrnea Jeanm., Habashi & Manen, 2005","Orobanche de Corse","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"111539","Orobanche flava Mart. ex F.W.Schultz, 1829","Orobanche jaune","MODERE","-","mégaphorbiaies subalpines, hygrophiles, mésotrophiles, basophiles, des adrets","6-8","","","","","","","X","X","X","","","",""
"111560","Orobanche grenieri F.W.Schultz, 1846","Orobanche de Grenier","MODERE","-","friches vivaces mésoxérophiles européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"111585","Orobanche laserpitii-sileris Reut. ex Jord., 1846","Orobanche du laser siler, Orobanche du Sermontain","MODERE","-","pelouses basophiles subalpines, alpiennes, mésohydriques, des sols constitués","7-8","","","","","","","","X","X","","","",""
"717356","Orobanche lycoctoni Rhiner, 1892","Orobanche de l'aconit tue-loup","MODERE","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"611039","Orobanche montserratii A.Pujadas & D.Gómez, 2000","Orobanche de Montserrat","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"111628","Orobanche picridis-hieracioidis Holandre, 1829","Orobanche de la picride, Orobanche du picris","MODERE","-","friches vivaces mésoxérophiles européennes","5-7","","","","","","X","X","X","","","","",""
